Resumen;Class
Ability to run CONNECT on a Virtual Machine;0
"ack for Document Query Deferred Response and Document Retreival Deferred Response has incorrect status value of RequestAccepted; should be ResponseAccepted";0
Active Old Homepage Link to be redirected;0
AD entity orch does not audit a message before it is sent out over the Nationwide Health Information Network;0
AD NHIN orch does not audit a message before it is sent in the outbound direction;0
AD should not call passthru proxy to send messages over the Nationwide Health Information Network;0
AD Web Service Proxies are silently failing when it encounters a null endpoint URL;0
AD: inject dependencies and use factory to instantiate AD orchestration implementations;0
Adapt hardcoded Endpoint in gov.hhs.fha.nhinc.patientcorrelationfacade.helper.TransformHelper (GatewayInternalComponentProxy.jar) to use new Service;0
Adapter Changes;0
Adapter Enhancements;0
adapter focused test for version 3.1 to 3.2;0
Adapter functionality to route inbound NwHIN requests to multiple endpoints by AA;0
Adapter Patient Discovery (unsecured) is still using SOAP 1.1 and should be made to use 1.2;0
Adapter QD upgrade - Update QD adapter to support requests with multiple event codes.;0
Adapter reference implementation should be updated to handle defined errors and request for more informations (a1);0
Adapter Testing: Analyze WSDLs and specs to pinpoint areas of potential incompatibly risks;0
Adapter Testing: Implement tests;0
Adapter xdsb doc repository soap12 has a weird URL;0
Adapter: Find Candidates does not return a compliant response when no matches found;0
AdapterAuthenticationImpl has an unused variable;0
AdapterComponentDocRepositoryOrchImpl has 2 block of dead code (potential bugs);0
AdapterDocQuery/AdapterDocRetrieve vs AdapterDocQuerySecured/AdapterDocRetrieveSecured;0
AdapterPatientDiscovery.wsdl not referencing correct namespace for SOAP 1.2;0
AdapterPatientDiscoveryAsyncReq;0
AdapterPatientDiscoveryAsyncReqError;0
AdapterPatientDiscoveryAsyncReqQueue;0
AdapterPatientDiscoveryAsyncResp;0
AdapterPEPImpl throws MissingResourceException if HCID list or ORGID list has elements with empty values ;0
AdapterPIP;0
adapterxdsbdocregistry service fails with javax.xml.ws.soap.SOAPFaultException: MustUnderstand headers:[{http://www.w3.org/2005/08/addressing}Action] are not understood error when calling standards-compliant XDS web service;0
Adaptor: IHE ITI XCA: Implement the additional Error Codes (XDSResultNotSinglePatient, PartialFolderContentNotProcessed, PartialReplaceContentNotProcessed);0
"Add ""file:"" prefix for FileSystemXmlApplicationContext class";0
Add 'points' field to JIRA issues.;0
Add 3.3 as an option on Developer.connectopensource.org in the product drop down list.;0
add <scm> using git to root pom.xml;0
Add @Action attributes to SEI operations;0
"Add a ""Check CN Name"" configuration for CXF to CONNECT configuration";0
"add a ""localhost"" to internalconnectioninfo.xml";0
Add a description for disableCNCheck in gateway.properties and document in CONNECT wiki;0
"Add a line or blurb ""this version or content reflects IV&V reviews"" to wiki pages modified as part of the IV&V verification";0
add a method to FileUtils.groovy to modify the Spring config files automatically;0
Add a performance testing run to the CI nightly/weekly or regression.;0
Add actual UDDI entries in the UDDI-based documentation;0
Add additional data elements to perfRepo services;0
Add additional recommendations in the tunable parameters document;0
Add additional text to the 'Partnes' page;0
Add Admin GUI document test data updates to 5.1.2 patch;0
Add alerts and notifications documentation to Admin GUI user manual;0
Add analytics to www portal;0
add any performance test developments into the standard testing suite;0
Add Audit Logging to Direct XDR endpoint;0
Add auditing for HIEM ;0
add automated clean install support for binary scenario;0
Add caching feature to ConnectionManagerCache to improve performance;0
Add capability to evaluate SAML conditions for notbefore and notonorafter in gateway;0
Add capability to pass all subject confirmation methods for issuer into saml and to adapters;0
Add CGI log-in warning to VMs;0
Add check to /Product/Install/*.xml to disallow deploying to GF instance.dir that contains whitespace in directory name;0
add checkstyle to build, and ensure it matches up with eclipse code templates;0
Add condition check to update AuthzDecisionStatement Condition if default flag is true and message is in nhin layer;0
Add CONNECT 5.2 binaries and update release wiki pages;0
Add CONNECT logo on Admin GUI pages;0
Add CONNECT software version to ReleaseInfo.txt located in the NHINC parent directory.;0
Add contact page.;0
Add controlActProcess.code element back into validation suite tests;0
Add Database Elements to EventLogging;0
Add DB persistence to that MDB;0
Add DDS property for Outbound passthrough in gateway.properties;0
Add DDS to Admin GUI cross query client;0
Add Dependency-Check To Jenkins CI;0
add deployment profile option to select what the targeted applications servers.;0
Add details should anchor tag you back to the expanded section that you added from.;0
add Direct into the binaries;0
Add documentation for using transformation tool and find a place to upload it for public availability;0
Add EhCache for Transaction logging;0
Add enable/disable exchange refresh function to Exchange Manager GUI;0
Add error condition for responding DR when processing a 3.0 without an a1 adapter;0
Add error messages and conditions to support initiating multispec enhancements.;0
Add Exchange Manager targeting and overides web services and multiple service name support to CONNECT 5.2;0
Add Failure logging documentation to Admin GUI user manual;0
add fanout testing to regression suite;0
add FileUtils source to CONNECT branch;0
Add HCIDs in events for AD service;0
Add HCIDs in events for Def PD services;0
Add HCIDs in events for DQ service;0
Add HCIDs in events for DR service;0
Add HCIDs in events for DS Def services;0
Add HCIDs in events for DS service;0
Add HCIDs in events for PD service;0
Add HIEM adapter and gateway projects to projects.xml;0
Add HTTP dump to all servers on the default image;0
Add hyperlink to the 3.2.1 installation page to take the user to the 3.2 installation instructions.  We refer to them but should consider making it easy for the user to find them.;0
Add internal endpoints manager documentation to Admin GUI user manual;0
Add item to navigation;0
Add Javascripting for AdminGUI Sidebar Nav functions to improve usability;0
Add jboss deployment descriptors to POJO WS WARs;0
add jboss7 profile;0
Add JMX code to run the PurposeForOfUse test in passthru mode;0
Add JUnit tests for mail classes for Direct/ Address Parsing package;0
Add JUnit tests for mail classes for Mail package;0
Add JUnit tests for mail classes for XDR package;0
Add keystore to source;0
Add link from spec page to the nhin spec page;0
add linux CI slave to handle internal functional testing;0
Add method to SoapUI Utility file for handling config changes;0
Add missing sender/receiver values to Gateway Event Logging;0
Add MTOM support for Administrative Distribution;0
Add multi spec delegate to AD msg proxy;0
Add multi spec delegate to DQ msg proxy;0
Add multi spec delegate to DR msg proxy;0
Add multi spec delegate to DS msg proxy;0
Add multi spec delegate to PD msg proxy;0
Add multi-spec logic to Message Proxy;0
Add mysql-connector-java-5.1.10.jar to Binary zip file;0
Add Netbeans Screen shots to Windows Source Install ;0
Add new ACP and IACP attributes;0
Add new test values for CONNECT reference implementation;0
Add Nhin Document Query 3.0 Project and endpoint.;0
Add page for our CA cert.;0
Add partner CA Anchors to the trust store and modify the agent config.;0
Add pass by reference capability for multi-tiered systems;0
Add perfrepo handler class to all nhin/entity/adapter classes;0
Add perfrepo logging to AD;0
Add perfrepo logging to DS;0
Add PLQ and DDS to Admin GUI Dashboard graph and services display;0
Add PLQ to Admin GUI cross query client;0
Add PLQ to event logging regression suite;0
Add PLQ to test data loader and Cross Query Client;0
add PMD code checking to build;0
add PMD to build, and ensure it matches up with eclipse code templates;0
Add proposed JIRA fixes.;0
Add proxy settings to FHIR client;0
Add Raw Assertion to AssertyonType;0
Add regression script to validate this functionality;0
Add regression suite to 4.0 pipeline;0
Add regression tests to CONNECT 4.0 pipeline;0
Add restart server message to Exchange Manager interval refresh editor;0
Add role based access functionality to the UserAuthorizationListener class.;0
Add run validation test function to configurable CONNECT instances;0
"Add section about ""Resolution to WSDL Path"" to all installs";0
Add sentence to the Core Services Gateway paragraph;0
Add Service Caching to ApacheCXF port creation;0
Add service specific timeouts beyond PD and DQ;0
Add sniName and certificateAlias field to ExchangeManagerGUI;0
Add Soap XDR endpoint information to the direct README;0
add solaris CI slave to handle internal functional testing;0
add support for configuring multiple beans per spring config file;0
Add support for custom tModels in UDDI;0
add support the different logging areas with the new logging framework;0
Add testcase for returnType of LeafClass;0
add tester assignee field to JIRA items;0
Add the capability for the Load Testing Adapters to be run as pure java by the gateway;0
Add the code to have a single AttributeStatement for multiple attributes for NIST;0
Add timestamp to downloaded UDDI file;0
add to projects.xml;0
Add transaction set id to logging messages;0
add updated regression suite to a mvn build;0
add version number to uri for each message;0
Add web services for remaining Exchange Manager functions;0
Add WebLogic on Linux and WebLogic on Solaris to nightly build.;0
add weblogic testing support to CI pipeline;0
add windows CI slave to handle internal functional testing;0
Addition of Delete capability for Access Consent Documents;0
additional research into harness tools;0
"Address ""Access Control: Database"" - 10/14/2014 Fortify Scan results - Low priority (CAT I)";0
"Address ""Build Misconfiguration: External Maven Dependency Repository"" Fortify Scan Results";0
"Address ""Code Correctness: Class Does Not Implement equals"" 10/14/2014 Fortify Scan Results - Low priority";0
"Address ""Cross-Site Request Forgery"" Fortify Scan Results";0
"Address ""Dead Code: Expression is Always false"" Fortify Scan Results";0
"Address ""Dead Code: Expression is Always true"" Fortify Scan Results";0
"Address ""Dead Code: Unused Field"" Fortify Scan Results";0
"Address ""Dead Code: Unused Method"" Fortify Scan Results";0
"Address ""J2EE Bad Practices: Leftover Debug Code"" Fortify Scan Results";0
"Address ""J2EE Bad Practices: System.exit"" Fortify Scan Results";0
"Address ""J2EE Bad Practices: Threads"" Fortify Scan Results";0
"Address ""J2EE Misconfiguration: Excessive Session Timeout"" Fortify Scan Results";0
"Address ""J2EE Misconfiguration: Incomplete Error Handling"" Fortify Scan Results";0
"Address ""J2EE Misconfiguration: Missing Error Handling"" Fortify Scan Results";0
"Address ""J2EE Misconfiguration: Missing Servlet Mapping"" Fortify Scan Results";0
"Address ""Missing XML Validation"" Fortify Scan Results - Low priority (CAT I)";0
"Address ""Password Management: Password in Comment"" Fortify Scan Results - Low priority (CAT I)";0
"Address ""Poor Error Handling: Empty Catch Block"" Fortify Scan Results";0
"Address ""Poor Error Handling: Overly Broad Catch"" Fortify Scan Results";0
"Address ""Poor Error Handling: Overly Broad Throws"" Fortify Scan Results";0
"Address ""Poor Error Handling: Program Catches NullPointerException"" Fortify Scan Results";0
"Address ""Poor Error Handling: Throw Inside Finally"" Fortify Scan Results";0
"Address ""Poor Logging Practice: Use of a System Output Stream"" Fortify Scan Results";0
"Address ""Poor Style: Confusing Naming"" Fortify Scan Results";0
"Address ""Poor Style: Non-final Public Static Field"" Fortify Scan Results";0
"Address ""Poor Style: Value Never Read"" Fortify Scan Results";0
"Address ""Privilege Management: Default Function or Procedure Rights"" Fortify scan results";0
"Address ""Race Condition: Format Flaw"" Fortify Scan Results";0
"Address ""Redundant Null Check"" Fortify Scan Results";0
"Address ""Resource Injection"" CAT I Fortify Scan Results";0
"Address ""SQL Injection"" Fortify Scan Results - Low priority (CAT I)";0
"Address ""System Information Leak"" Fortify Scan Results";0
"Address ""System Information Leak: HTML Comment in JSP"" Fortify Scan Results";0
"Address ""System Information Leak: Internal"" Fortify Scan Results";0
"Address ""Unchecked Return Value"" Fortify Scan Results";0
"Address ""Unclosed Stream Violation"" - 10/20/2014 Fortify High Priority";0
"Address ""Weak Cryptographic Hash"" Fortify Scan Results";0
Address Access Control: Database Fortify finding;0
Address Access Specifier Manipulation Fortify findings;0
Address Denial of Service: Parse Double Fortify scan results;0
Address Dynamic Code Evaluation: XMLDecode;0
Address Fortify External Entity Injection findings;0
Address known NHIN Onboarding issues;0
Address Log Forging Fortify scan results.;0
Address Null Dereference Fortify scan results;0
Address Often Misused: Authentication Fortify Scan results;0
Address outstanding CONNECT forum posts;0
Address Password Management: Password in Configuration File Fortify scan results;0
Address Path Manipulation Fortify scan results;0
Address Privilege Management: Overly Broad Grant Fortify scan results;0
"Address the Content and Visual Issues Noted in ""Admin GUI Improvements"" WIKI";0
Address Unreleased Resource: Streams Fortify scan results;0
Address Weak XML Schema: Lax Processing Fortify scan results.;0
Address Weak XML Schema: Type Any Fortify scan results.;0
Address Weak XML Schema: Undefined Namespace Fortify scan results;0
Admin Distribution;0
Admin Distribution event descriptor.;0
Admin GUI - Field input improvement for agent settings;0
Admin GUI - format updates for 5.2;0
Admin GUI - timestamp, exchange overwriting and required fields;0
Admin GUI Enhancements;0
Admin GUI error page dead link and non-functional X buttons;0
Admin GUI full logging design;0
Admin GUI full testing - CONNECT 5.2 RC2;0
Admin GUI improvement - Add real user data to SAML assertions in Cross Query Client;0
Admin GUI not rendering correctly - horizontal scrolling and constant names;0
Admin GUI Ping utility throws error in WebLogic 12.1.1;0
Admin GUI Remove tab 'Performance statistics' from the Gateway Status page since it is not functional;0
Admin GUI Required Field validation;0
Admin GUI testing for CONNECT 5.1;0
Admin GUI web services - dashboard;0
Admin GUI web services - gateway properties;0
Admin GUI web services - User Management;0
Admin GUI web services -Test Data Loader;0
Admin-Distribution;0
AdminGUI + Direct: Remove certificate status;0
AdminGUI - audit.properties configuration editor;0
AdminGUI - Certificate Management issues WildFly-8.2.1;0
AdminGUI - Import Wizard not working on WAS;0
AdminGUI - TrustBundle dropdown in Domain Edit page requires re-start to populate the available TrustBundle.;0
AdminGUI / DirectConfig Integration: Agent Settings;0
AdminGUI / DirectConfig Integration: Anchors;0
AdminGUI / DirectConfig Integration: Certificates;0
AdminGUI / DirectConfig Integration: Domain;0
AdminGUI / DirectConfig Integration: Trust Bundle - Domain Relations;0
AdminGUI / DirectConfig Integration: Trust Bundles;0
AdminGUI Dashboad: Display user friendly error message when unable to ping services.;0
AdminGUI Dashboard Ping, when times out, display proper error message;0
AdminGUI does not reset username and password in case of incorrect login;0
AdminGUI Domain Edit, no validation for certain fields;0
AdminGUI Improvements to Address Account Management UI Issues;0
AdminGUI Improvements to Fix Misc Defects and Add Branding;0
AdminGUI Improvements to UI Defects on Direct Screens;0
AdminGUI Manual;0
AdminGUI Rolebased functionality has to update PagePreference table when accesslevel is changed;0
AdminGUI Should be able to force Exchange refresh ;0
AdminGUI user manual should open in a new window or tab;0
Admingui-dashboard available-service and exchangeInfo duplicate organizationName;0
AdminGUI-DirectConfig Fixes: Edit domain dialogue window tabs turning blank though the session is active.;0
AdminGUI: Review and update java docs for all Admin GUI classes;0
Administrative Distribution: Create summary document for NHIN spec deltas ;0
Administrative Distribution: Determine business impact to the definition change for explicitAddressScheme that determines the target of the message;0
Administrative Distribution: Review NwHIN specifications and identify potential gaps/impacts;0
Administrative Distribution: Verify impact of WSDL (in appendix) on CONNECT - is it new/changed?;0
Administrative Distribution: Verify that Rel 3.2.1 reflects the MTOM SOAP Message Transmission Optimization Mechanism specification;0
Admistrative Distribution: Review NHIN Specifications and identify potential gaps/impacts;0
After executing AdapterRegistryErrorListMissingTest, the Retrieve Document test cases fail;0
After installing subversion client on xp machine with sp2 installed, could not run subversion client command from command prompt. Need help.;0
Agent Settings;0
aggregation of both valid and error DQ responses loses the error;0
AgrTransformer builder types;0
all internal validation test suites should be run during CI pipeline, regardless or failures of previous suites;0
all ivy files point to a inappropriate maven site;0
all soapui test should pass from maven commandline build;0
All SoapUI Validation Tests should have assertions to validate responses;0
All the wiki documentation for the new features;0
Allocate more disk space for WDEV113;0
Allocate more disk space to the Confluence wiki for attachments;0
Allow access to crowd web admin;0
Allow anonymous access to the issues in Jira;0
Allow communication between adapter and gateway with SAML but without encryption;0
Allow for auto-refresh of TrustBundles;0
allow for full class name in server.log statements;0
Allow for Gateway to be deployed without MySql installation;0
allow for running on single test cases in Validation Suite;0
Allow future time to live for Security timestamp to be configurable;0
Allow JDK 8 build of CONNECT;0
Allow REST access to JIRA;0
Allow search by more than name;0
Allow soapui to pull assertion from variable;0
Allow the ability to select which services are supported during deployment (User Story: EST013);0
Allow the description/name on the nhin target system schema to be optional fields;0
Allow user to reset passwords;0
allow user to specify the local and remote HCID and IP/machine name for Validation Suite;0
alpha.connect.org for UDDI testing;0
Alternate Testing Environment for CONNECTopensource.org developer's wiki;0
An unexpected exception occurred of type:javax.xml.ws.soap.SOAPFaultException. Exception: Problem writing SAAJ model tostream;0
Analysis of impact to upgrading Glassfish 3.1.1, Metro 2.1.1 and jdk 1.7;0
Analyze and update ONC test team spreadsheet;0
Analyze FHIR directory response for compatibility with STU3;0
Analyze Git structure,size, content so as to shrink the size and help speed check out times;0
Analyze issue related to after executing the Passthru Test cases using JMX code, some of the transactionIDTest test cases are failing.;0
Analyze NPE issue during UDDI/internal connection info lookup reported by eHealth Exchange participant;0
"Analyze what it would take to update build scripts so that one could deploy a WAR that supports ""only pass-through mode"" or ""only Entity mode.""";0
Annotations on Methods;0
Annotations with BaseEventDescriptionBuilder;0
Annotations with type-specific builders;0
Answer questions to support security checlist for C&A;0
ant -f deploy.xml recreate.glassfish.domain is not working on Solaris and Linux;0
ant -f deploy.xml recreate.glassfish.domain is not working on Solaris and Linux ;0
Ant build should reference jars in the build tree instead of using a global location;0
ant clean broken in Product/build.xml;0
Ant clean failure;0
ant deploy should clean glassfish caches;0
ant deploy.create deploy script is deleting configdb database in Direct Branch;0
ant installation script should no longer build CONNECT, as it must be built using maven prior to installer execution;0
ANT_OPTS value is not consistent for Windows and Non-Windows Binary installations;0
Apache CXF deployment on GF 3/Websphere should support an exploded ear configuration;0
Apache CXF: AsyncMessageIdExtractor is not working;0
Apache CXF: Clean up war/lib dependencies;0
Apache CXF: CONNECTClient Timeout not working properly;0
Apache CXF: Delete AdapterDocRepository2Soap12Web;0
Apache CXF: HIEM Unsubscribe is failing/NHIN not spec compliant;0
Apache CXF: Investigate which adapters need to be ported over to use CXF and which ones can be removed;0
Apache CXF: Modify AdapterDocRegistry2Soap12Web  to use Proxies/CONNECTClient instead of WebServiceProxyHelper;0
Apache CXF: Modify CONNECTAdapterWeb (Deferred Queue, etc.)   to use Proxies/CONNECTClient instead of WebServiceProxyHelper;0
Apache CXF: Modify CONNECTCommonWeb (Connection Manager)  to use Proxies/CONNECTClient instead of WebServiceProxyHelper;0
Apache CXF: Modify CONNECTUniversalClientGUI to use Proxies/CONNECTClient instead of WebServiceProxyHelper;0
Apache CXF: Modify FileTransferTimer to use Proxies/CONNECTClient instead of WebServiceProxyHelper if it is needed;0
Apache CXF: Package the CONNECT war files into a single ear file ;0
Apache CXF: Refactor and remove all service/port related calls from WebServiceProxyHelper and WebServiceHelper;0
Apache CXF: Remove Metro dependency on SoapHeaderHandler's message id;0
Apache CXF: Remove SamlTokenExtractor;0
Apache CXF: Remove unused code in WebServiceProxyHelper and WebServiceProxyHelperProperties after all services and adapters have been moved over to CXF;0
Apache CXF: Run preliminary regression tests against CXF gateway;0
Apache CXF: SAMLExtractor assumes all SAML headers are present even the optional ones;0
ApacheCXF integration is currently dependent on resource that is over the network;0
ApacheCXF integration: HOKSAMLAsserionBuilder is failing to parse a certain date format;0
ApacheCXF WSDL2Java is very slow - research ways to optimize it;0
ApacheCXF: Remove wsdlLocation from cxf-servlet.xml;0
Apply Dependency Injection to HomeCommunityMap Junit Tests;0
Apply FIPS mode for Wildfly 15 and apply considerations for multiple certificate support. ;0
Apply the fix CONN-646 in 4.2.2.1 and Create a tag with all binaries for Release 4.2.2.1;0
"Apply the merge from multi-spec-build-and-deploy to new ""g1"" and ""a1"" projects";0
Applying the fix from CONN-699 in 4.2.2.1 and tagging as 4.2.2.2;0
Approach for Lite Weight Gateway in CONNECT design approach review;0
Approach for Logging Events in CONNECT design approach updates;0
Approach for Supporting Large Payloads design approach review;0
Approach for Supporting Multiple Application Servers design approach review;0
Approach to Transaction Logging design approach updates;0
Archive 'old' instance of Fishey / Crucible to R/O.;0
Archive CONNECT  team dev/test infrastructure and create instructions for re-creating;0
Archive Graphics Source Diagrams;0
Archive unnecessary SVN branches;0
Arg Transformers;0
Argument Transformers;0
ASENV.BAT update instructions or Glassfish modification.;0
asenv.conf.template has hardcoded paths to directories;0
Assertion block has several required values such as witness information including address, phone, etc that is not processed by the gateway.  Should allow for optionality and remove from tests.;0
Assertion dates not defaulting to appropriate values if not present in the request;0
Assertion was missing HCID but no SAML validation errors;0
Assertion/Conditions defining a window that is already past for the assertion;0
Assigning Authority and Home Community ID database columns are smaller than the specs allow;0
Async Routing mechanism;0
atomize regression suite projects;0
Attach new license agrement to every .java file, replacing old license;0
Attempt to build/deploy using 32-bit JDK 1.6.0 update 30 to run Glassfish 3.1.1 on Windows;0
Audit and document backup procedures for the CONNECT assets hosted at Terremark;0
Audit and Transaction logging improvements;0
audit log does not contain data from authorization statement / saml header;0
Audit Log Transforms (PD) throws exception in server log;0
Audit Logging - Administrative Distribution;0
Audit Logging - Provide option to not include Retrieve Documents and Document Submission request/response payload in the Audit Message;0
audit logging is inconsistent across services;0
Audit logging on Outbound Patient Discovery Response missing to store EventID;0
Audit Query Service should not check policy when in pass through mode;0
Audit repository's home community Id (HCID) is clobbered by the value of organization-id if present in the request message;0
Audit transforms for DDS;0
Audit transforms for Patient Location Query;0
Audit: Misc Audit Fixes;0
Auditing Service adaptations for large files;0
AuditLogforDocQandR;0
AuditLogging not happening when Java Implementation used;0
AuditLogQueryTestForUDDI;0
AuditLogsforDocQandDocR;0
AuditQueryTest-Helper;0
AuditSearch - Remove Validation on RelatesTo field;0
Authentication (Adapter) runtime failure with Metro 2.1.1;0
Authentication Instant build processing incorrect.Â  Gateway currently substitutes in values for user authentication including time and method if those values are missing.;0
Authorization Decision Statement is always included in SAML token;0
Authorization Decision statement methods incorrectly labeled as authentication decision statement elements in SAML builder.;0
Authorization Framework: Create summary document for NHIN spec deltas ;0
Authorization Framework: Determine business impact for the replaced 4th assertion related to Issuer (As per SAML, the <Issuer> MUST specify the SAML authority that is making the claim(s) in the assertion);0
Authorization Framework: Determine business impact of the known issue related to the version of the Patient Identifier Attribute (Section 3.3.2.7);0
Authorization Framework: Determine business impact of the SAML Assertions regarding the use of more than a single holder-of-key subject confirmation method is not defined in this specification,(1 of 4 in Section 3.3);0
Authorization Framework: Determine business impact regarding the SAML assertion regarding ID attribute (Section 3.3);0
Authorization Framework: Determine impact for constraint: Exclusive Canonicalization MUST be used for SAML 2.0 Assertion XML-Digital Signatures as specified by the W3CExclusive XML Canonicalization Version 1.0 specification. (.3.4.1 SignedInfo Element);0
Authorization Framework: Determine impact of change to Section 3.3.2.5 Role Attribute;0
Authorization Framework: Determine impact of the addition of section 2.4.1 (Processing Model);0
Authorization Framework: Determine impact of the addition of section 2.4.2 (Terminology);0
Authorization Framework: Determine impact of the non-normative SAML Assertions regarding the certificate used to establish the 2-way-TLS mutual gateway (4 of 4 in Section 3.3);0
Authorization Framework: Determine impact of the non-normative SAML Assertions regarding the requirement to supply at least one holder-of-key subject confirmation method (2 of 4 in Section 3.3);0
Authorization Framework: Determine impact of the SAML Assertions regarding a NHIN Initiating Gateway MUST use a SAML 2.0 assertion in the security header of SOAP messages (1 of 4 in Section 3.3);0
Authorization Framework: Determine impact of the SAML Assertions regarding the 2-way-TLS mutual authentication MUST employ an ONC-managed Certification Authority issued certificate (3 of 4 in Section 3.3);0
Authorization Framework: Determine impact on SAML constraints related to requests from an initiating gateway to a responding gateway (for Deferred responses);0
Authorization Framework: Determine impact to CONNECT for added SDO reference: Web Services Security: SAML Token Profile;0
Authorization Framework: Determine the business impact of the incorrect PurposeForUse;0
Authorization Framework: Determine the impact of the required exclusive canonicalization section 3.3.4.1 SignedInfo Element;0
Authorization Framework: Is there a 'backwards compatible' way to do GATEWAY-420 so there is no business impact?;0
Authorization Framework: Review NHIN Specifications and identify potential gaps/impacts;0
Authorization Framework: Review NwHIN Specifications and identify potential gaps/impacts;0
Authorization Framework: SAML: Determine impact due to the additional terminology referenced (Attesting Entity, Confirmation Method Identifier, Subject Confirmation, SAML Assertion Authority, Subject);0
Authorization Framework: SAML: Determine impact due to the extensions to the token-independent processing model defined by the WSS: SOAP Message Security specification;0
Authorization Framework: Verify if GATEWAY-244  was 'done' as it is in a 'resolved/fixed' status/resolultion but doesn't look like it was actually done;0
Authorization timestamps from entity service ignored;0
Auto-Installer for Windows does not copy the config files correctly without environment variable;0
Automate check to assert that the global revision number for svn1 matches up with the global revision number for svn.connectopensource.org on a daily basis.;0
Automate CI to do WebLogic deployment testing;0
Automate CONNECT deployment;0
Automate Glassfish 3.1 Install for Apache CXF branch;0
automate PurposeOf/ForUse testing;0
Automate removal of old files in d:\attachments\temp on Confluence wiki host;0
automate source installation;0
automated installer fails on mac because it attempts to use linux glassfish installer;0
automated interop config setup;0
Automated, multi-platform builds - made simple;0
AWS knowledge transfer;0
Background of menu is red;0
Backout XCA deferred code from CONNECT_integration to be placed into separate branch;0
Backup Jenkins;0
Baseline and post to CM repostory;0
bcprov (bouncycastle) jar confusion breaks weblogic 12c;0
be default activate PD,DQ,DR,DS,AD so that they get built with a naked mvn clean install;0
Binary install needs to package all the ear files.;0
Binary installation documentation recommendations from customer installation;0
Binary vs. Source installation documentation differences;0
Blog about how to use the Connection Manager feature of CONNECT to resolve issues in previous CONNECT releases with the new information in the UDDI;0
"Blog post for 3/20 - ""Paying off technical debt - One team's experience""";0
"Blog post for 3/21 - ""Testing CONNECT - improving coverage""";0
Blog posting for current users of CONNECT--focus on what they need to consider when implementing R3.3;0
Blog postings on tips and tricks to consider when installing CONNECT;0
Update password handling in the Certificate Manager;0
Update Patient Discovery keys for UDDI endpoint look up.;0
Update PD Deferred request message on the NHIN Outbound interface to be simple SOAP and not MTOM/XOP;0
Update PD Deferred request message sent to Adapter Outbound interface to be simple SOAP and not MTOM/XOP;0
Update PD Deferred response message on the NHIN Outbound interface to be simple SOAP and not MTOM/XOP;0
Update PD Deferred response message sent to Adapter Outbound interface to be simple SOAP and not MTOM/XOP;0
Update PD request message sent to Adapter Outbound interface to be simple SOAP and not MTOM/XOP;0
Update Performance Analysis Report with 3.1 Results;0
Update Performance Analysis Report with 3.3 Results;0
Update Performance Machines;0
update plugins for 3.3 wiki release space;0
Update POMs in accordance with https://docs.sonatype.org/display/Repository/Sonatype+OSS+Maven+Repository+Usage+Guide;0
Update previously updated wiki pages previously updated as part of IV&V;0
Update Primefaces Account Mngt page for correct CSS;0
Update Primefaces Direct Config GUI pages for correct CSS;0
Update Primefaces footer for correct CSS;0
Update PrimeFaces pages for Account management for correct CSS;0
Update Primefaces status page for correct CSS;0
Update Primefaces Top Nav bar for correct CSS;0
Update property files on each server.;0
update public site blog with release announcement;0
update public site main page with release announcement;0
Update PurposeOf/PurposeForUse design approach document;0
Update PurposeOfUse regression test scripts to include CONN-647 fix;0
Update QD request message on the NHIN Outbound interface to be simple SOAP and not MTOM/XOP;0
Update QD request message sent to Adapter Outbound interface to be simple SOAP and not MTOM/XOP;0
Update README.md;0
Update README.md for maven options to prevent maven build from stealing focus.;0
Update README.md to reference direct keystore and script modifications.;0
update regression inventory with the new tests;0
Update Regression script for PurposeOfUse and Role attribute statements ;0
Update Regression Suite for 4.0 Changes;0
Update regression suite for QD fan-out to support multi-spec enhancements;0
update Regression Suite for the 4.0 release;0
Update Regression suite to include negative test cases to support the fix for CONN-408;0
Update Regression suite to include test cases to support the fix for CONN-408;0
Update regression suite to use naming convention for the test cases;0
Update regression suite with tests developed as part of the 3.3 release;0
update regression tests to account for 3.3 release changes;0
Update regression tests to include tear down scripts for regression tests that are missing scripts, so that testing is efficient;0
Update regression-validation suite to update string match check for HCIDs or to account for urn:oid prefix being present in the HCID ;0
Update RelatesToList  and  ValidateWSAToFieldInSoapHeaderTest Manual Regression tests;0
Update Release documentation for CONNECT 4.2.1 ;0
Update Release Notes for status of unresolved spec deltas;0
Update Release Notes on 4.0 wiki;0
Update release wiki pages as needed based on the updated SAD;0
update repository structure/plan doc on ensemble for git and maven;0
Update Requirements Traceability Matrix;0
Update Requirements Traceability Matrix (TRM) template for CONNECT Team;0
Update Responses to Deferred Requests and Responses to include X12_BatchReceiptConfirmation and updated timestamp;0
Update RTM 3.3 based on current scope;0
Update SAD Architecture View main page;0
Update SAD to remove any links to previous versions (other than those deprecated as of Release 3.3);0
Update SAML assertion ID attribute;0
Update SAML assertion ID attribute (To be fixed in CONNECT 3.2.1);0
Update SAML handling to handle required exclusive canonicalization for SignedInfo element;0
Update SAML Token Extractor to extract SAML elements from CXF;0
Update SAMLCallbackHandler, SAMLExtractor, WSDLs, to implement 2011 authorization framework changes;0
Update SAMLToken Extract to use openSAML objects when building the assertionType;0
Update SAMLTokenExtractor to include check for the essential SAML HOK subject confirmation;0
Update selectable services documentation to explain deploy.application.list.xml configuration for binary install scenario;0
